timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_LTCUSDT,volume_LTCUSDT,close_ETHUSDT,volume_ETHUSDT
2019-01-03 04:00:00,3841.83,3850.0,3833.7,3834.59,649.628917,32.45,1616.17143,152.22,35124.36592
2019-01-03 05:00:00,3834.7,3840.31,3805.0,3824.38,1094.336108,32.29,6297.02064,151.72,30412.72705
2019-01-03 06:00:00,3824.38,3829.89,3813.62,3820.53,774.978958,32.38,3184.24904,151.93,17449.60747
2019-01-03 07:00:00,3821.81,3837.52,3820.39,3828.88,706.28305,32.44,1729.52853,151.8,18531.36884
2019-01-03 08:00:00,3828.88,3832.83,3796.0,3805.0,1539.518737,31.96,2879.29294,148.51,39764.53147
2019-01-03 09:00:00,3805.85,3814.96,3783.0,3805.81,1663.638855,31.87,4775.52297,147.99,61315.47225
2019-01-03 10:00:00,3806.13,3819.0,3804.07,3811.52,1319.359017,32.04,1499.56802,148.28,40589.30995
2019-01-03 11:00:00,3810.61,3813.51,3787.29,3804.0,1649.230215,31.66,7958.375790000001,146.5,51622.73343
2019-01-03 12:00:00,3803.31,3823.0,3795.33,3818.02,1243.81332,31.65,3468.63693,148.33,34800.826219999995
2019-01-03 13:00:00,3817.17,3822.0,3809.35,3817.36,1097.353713,31.69,5813.94487,148.29,23979.13868
2019-01-03 14:00:00,3816.64,3817.37,3790.04,3796.7,1187.831704,31.56,1864.11664,146.85,25925.77556
2019-01-03 15:00:00,3796.79,3811.89,3785.32,3806.7,1340.266726,31.55,3479.72292,147.74,24234.70215
2019-01-03 16:00:00,3807.37,3807.75,3730.0,3738.0,3271.17214,30.77,9011.06064,143.95,51086.12263
2019-01-03 17:00:00,3738.71,3762.04,3732.19,3748.46,2025.998359,30.92,5119.029729999998,144.65,28751.49942
2019-01-03 18:00:00,3748.46,3759.33,3738.0,3757.89,1021.63925,30.98,5408.8558600000015,144.52,19245.57729
2019-01-03 19:00:00,3757.58,3763.71,3740.11,3756.0,771.584632,30.85,2473.65982,145.26,21841.4282
2019-01-03 20:00:00,3756.0,3782.25,3752.37,3780.03,760.416581,31.2,2762.36629,147.89,23790.06668
2019-01-03 21:00:00,3779.99,3782.69,3768.23,3771.26,1333.486625,31.26,2533.66375,147.13,25145.09622
2019-01-03 22:00:00,3771.27,3781.4,3757.14,3773.79,959.792717,31.43,3056.78419,147.79,14822.00758
2019-01-03 23:00:00,3773.42,3775.53,3757.87,3766.78,522.927492,31.39,2545.01227,146.3,18683.77703
2019-01-04 00:00:00,3767.2,3767.21,3730.0,3750.3,1249.546728,31.14,5150.50225,146.14,31485.29668
2019-01-04 01:00:00,3750.53,3776.89,3749.67,3766.23,793.94147,31.49,2750.78452,147.6,22598.78032
2019-01-04 02:00:00,3765.67,3766.48,3750.41,3758.65,583.3280940000002,31.31,1171.92288,146.81,18207.66562
2019-01-04 03:00:00,3759.33,3787.65,3752.41,3780.04,981.911562,31.69,1910.49743,150.77,35889.78791
2019-01-04 04:00:00,3780.04,3793.0,3761.94,3775.33,1290.111753,31.82,3763.34211,151.29,39640.23511
2019-01-04 05:00:00,3776.18,3788.53,3764.37,3779.9,982.013535,32.01,5386.725670000002,153.11,48742.59898
2019-01-04 06:00:00,3779.9,3797.52,3775.92,3783.02,1406.840685,32.28,11671.74887,153.33,42393.94804
2019-01-04 07:00:00,3783.34,3800.0,3779.54,3783.28,1150.958402,32.06,3993.0277,152.6,31718.39432
2019-01-04 08:00:00,3783.28,3800.0,3766.75,3771.34,1487.042166,31.85,5479.82435,151.17,48164.58168
2019-01-04 09:00:00,3771.35,3789.9,3757.0,3764.35,1358.1022380000004,31.74,4755.112270000001,150.29,27366.54802
2019-01-04 10:00:00,3764.03,3777.16,3756.48,3775.48,849.6485210000002,31.88,4237.15853,151.82,37803.6913
2019-01-04 11:00:00,3775.46,3777.77,3752.0,3757.55,926.726488,31.6,1877.03323,149.34,29137.33989
2019-01-04 12:00:00,3754.05,3765.0,3739.0,3755.52,1467.234732,31.35,4639.64244,149.78,33166.45826
2019-01-04 13:00:00,3755.95,3757.52,3742.08,3744.0,1476.93285,31.22,6515.98606,149.38,34873.86073
2019-01-04 14:00:00,3744.62,3751.94,3703.62,3717.14,2731.97833,30.92,5641.96005,145.88,57277.6845
2019-01-04 15:00:00,3715.58,3728.59,3703.57,3725.28,1424.786802,31.09,5636.69345,147.11,41916.22253
2019-01-04 16:00:00,3725.3,3754.0,3717.3,3747.5,1245.430684,31.39,3904.10625,148.04,26369.94845
2019-01-04 17:00:00,3747.5,3749.5,3735.03,3745.22,929.209102,31.39,4089.82486,147.25,16885.78515
2019-01-04 18:00:00,3745.43,3745.96,3726.99,3730.0,828.8959169999997,31.31,1697.81334,147.05,10193.40939
2019-01-04 19:00:00,3730.41,3746.59,3729.02,3739.53,822.2867150000002,31.38,2235.93121,148.31,17561.87159
2019-01-04 20:00:00,3739.74,3786.0,3733.46,3764.24,1359.295482,31.7,6581.11794,150.96,28298.40569
2019-01-04 21:00:00,3762.36,3823.64,3760.21,3802.36,2242.107164,31.92,8199.98204,152.68,64775.32926000001
2019-01-04 22:00:00,3802.59,3816.18,3778.51,3790.98,1203.466166,31.73,5090.40983,151.98,32998.47538
2019-01-04 23:00:00,3792.35,3800.98,3787.57,3792.01,727.7590849999998,31.76,2255.67465,151.97,27782.619410000007
2019-01-05 00:00:00,3790.09,3838.7,3788.97,3811.76,2440.690197,32.61,11363.18885,157.78,97098.45199
2019-01-05 01:00:00,3811.79,3827.41,3783.25,3803.58,2262.7490780000007,32.7,8989.61776,157.64,73708.56155
2019-01-05 02:00:00,3803.56,3820.13,3802.43,3811.88,1318.638944,32.79,8061.2596,157.4,36963.57603
2019-01-05 03:00:00,3813.16,3822.27,3803.25,3815.0,1107.4792710000004,32.74,3643.95181,157.56,24835.7788
2019-01-05 04:00:00,3815.35,3826.39,3812.09,3815.72,1224.004168,32.83,6702.69606,157.0,27077.33652
2019-01-05 05:00:00,3815.72,3840.99,3815.72,3834.01,1477.733328,33.17,6398.92239,157.68,23075.13132
2019-01-05 06:00:00,3834.01,3835.08,3792.0,3799.45,2015.473573,32.58,11042.28924,154.51,51175.43869
2019-01-05 07:00:00,3799.71,3804.99,3780.13,3785.15,956.110214,32.37,5778.56723,153.14,29057.84509
2019-01-05 08:00:00,3784.37,3798.84,3783.76,3793.56,614.93263,32.69,5152.67616,154.16,17647.809259999998
2019-01-05 09:00:00,3793.01,3796.94,3787.03,3790.36,658.552407,32.6,3438.75834,154.19,15675.609730000002
2019-01-05 10:00:00,3789.72,3793.81,3770.0,3787.94,955.933711,32.69,4912.84466,153.74,25739.04751
2019-01-05 11:00:00,3788.79,3812.63,3787.53,3801.26,859.3981759999998,33.68,21210.9109,155.92,28025.969080000006
2019-01-05 12:00:00,3801.03,3811.98,3796.35,3802.47,964.382953,34.0,20457.30315,155.22,24438.42244
2019-01-05 13:00:00,3801.79,3802.74,3782.0,3793.84,1386.14167,34.07,13743.41902,154.83,29925.16555
2019-01-05 14:00:00,3793.83,3794.89,3778.01,3787.45,1333.232982,34.76,23519.83217,154.64,22053.11608
2019-01-05 15:00:00,3787.55,3814.0,3785.02,3785.58,1807.063707,35.06,49589.28922,154.17,39954.67388
2019-01-05 16:00:00,3785.58,3805.0,3775.0,3797.19,1663.60144,35.24,36036.10772,153.84,50469.78342
2019-01-05 17:00:00,3797.0,3807.99,3795.82,3801.36,1004.571073,34.82,21717.27286,154.66,19571.03691
2019-01-05 18:00:00,3801.52,3818.51,3798.26,3809.02,1159.90149,34.83,15283.6253,155.5,14927.7271
2019-01-05 19:00:00,3810.0,3820.0,3798.19,3810.98,868.144392,35.05,11229.23048,155.64,19732.65394
2019-01-05 20:00:00,3810.89,3812.36,3800.0,3803.68,514.185341,34.73,6213.38762,155.47,10347.06482
2019-01-05 21:00:00,3804.95,3812.5,3799.0,3806.57,493.090412,35.0,10429.43778,155.73,10529.03968
2019-01-05 22:00:00,3806.33,3810.2,3751.0,3786.62,2574.917606,34.5,17163.339519999998,154.07,56710.27871000001
2019-01-05 23:00:00,3786.62,3786.63,3766.14,3770.96,829.738988,34.33,13503.63064,152.83,24429.61926
2019-01-06 00:00:00,3771.12,3792.12,3761.6,3786.76,964.564428,34.93,15891.69504,153.41,22167.71694
2019-01-06 01:00:00,3786.86,3791.98,3761.15,3765.65,1065.356514,34.27,25466.0164,149.59,43899.98634
2019-01-06 02:00:00,3765.65,3775.01,3740.0,3771.82,1629.662522,34.6,25445.47818,149.55,55739.39581
2019-01-06 03:00:00,3771.57,3778.13,3765.49,3771.15,575.9471110000002,34.7,15981.65181,150.52,22143.50799
2019-01-06 04:00:00,3771.7,3776.86,3760.58,3767.9,648.534626,34.77,9122.12578,150.5,13162.12732
2019-01-06 05:00:00,3768.13,3783.55,3764.43,3777.75,586.813576,35.38,24940.96654,150.69,16998.74029
2019-01-06 06:00:00,3778.38,3779.76,3772.14,3772.22,330.386704,35.16,10208.6459,150.47,9590.38473
2019-01-06 07:00:00,3772.34,3775.11,3760.0,3767.94,656.498524,34.9,10377.57454,149.96,20109.29047
2019-01-06 08:00:00,3768.11,3773.32,3761.81,3772.88,569.315529,34.75,12104.22687,150.09,14492.65533
2019-01-06 09:00:00,3772.77,3782.56,3770.93,3771.3,821.586998,35.23,48387.956,150.43,18925.41946
2019-01-06 10:00:00,3771.3,3812.02,3770.93,3796.99,1745.968805,37.1,71048.45598,151.73,27502.26497
2019-01-06 11:00:00,3796.42,3820.82,3796.42,3814.24,1851.631122,37.39,57731.23511,152.5,29715.81887
2019-01-06 12:00:00,3814.23,3820.41,3787.07,3790.81,1358.359908,37.7,56150.57482,150.66,20245.65844
2019-01-06 13:00:00,3791.12,3808.31,3785.0,3798.61,839.1476230000003,37.43,27704.22514,150.93,13995.302430000002
2019-01-06 14:00:00,3800.0,3805.0,3791.0,3801.35,900.376637,37.66,21753.61009,151.1,11434.15846
2019-01-06 15:00:00,3802.0,3824.99,3800.24,3806.82,1551.907518,38.11,39461.56411,150.9,27159.56832
2019-01-06 16:00:00,3806.91,3814.99,3800.31,3813.39,916.842816,37.86,23105.27119,151.46,16625.6023
2019-01-06 17:00:00,3813.39,4025.0,3813.39,4007.11,8255.228309,38.88,77612.70603,155.48,100887.02719
2019-01-06 18:00:00,4007.13,4027.71,3972.71,3989.09,3032.692339,38.52,32541.3439,154.7,39193.16937
2019-01-06 19:00:00,3990.0,4013.0,3989.12,4002.46,2004.541875,38.52,18536.95296,154.8,21516.05791
2019-01-06 20:00:00,4001.41,4015.0,3967.01,3977.16,1848.30919,37.96,44412.03808,153.01,29399.87632
2019-01-06 21:00:00,3980.57,3985.69,3953.53,3967.49,2190.129871,38.02,41321.68424,153.38,22224.83784
2019-01-06 22:00:00,3967.49,3988.0,3965.42,3970.36,977.128225,38.2,15528.60976,152.8,13427.61646
2019-01-06 23:00:00,3970.99,4009.63,3970.79,3987.6,1232.875939,38.3,36561.49829,153.86,17352.2901
2019-01-07 00:00:00,3987.62,4017.9,3986.41,4008.05,1506.176402,38.51,25504.81353,154.32,20451.62942
2019-01-07 01:00:00,4008.88,4009.84,3972.06,3984.28,1753.09007,38.11,23212.106880000007,152.99,30045.5332
2019-01-07 02:00:00,3984.02,3987.2,3970.03,3987.2,1289.863277,37.77,20780.94723,152.83,14571.7656
2019-01-07 03:00:00,3987.04,3996.97,3983.03,3992.26,815.6225440000002,37.84,26146.99878,153.1,9536.57616
2019-01-07 04:00:00,3991.69,3996.06,3986.4,3988.72,648.232107,37.97,13753.41088,152.91,10426.7484
2019-01-07 05:00:00,3987.89,3996.08,3980.08,3994.96,732.6578049999997,38.09,10265.67436,153.33,9344.46528
2019-01-07 06:00:00,3993.82,4001.77,3982.61,3990.78,1105.659213,38.2,12559.21811,153.28,11387.452
2019-01-07 07:00:00,3990.76,4001.21,3988.0,4001.0,1113.761223,38.88,19742.84478,153.53,7512.9826
2019-01-07 08:00:00,4001.02,4015.0,3990.0,4007.7,2023.90655,38.48,16951.03888,153.27,21510.14444
2019-01-07 09:00:00,4007.68,4010.67,3921.53,3957.01,4055.909859,37.45,46021.52142,149.62,58104.26727
2019-01-07 10:00:00,3957.01,3997.0,3955.5,3959.35,2001.424162,37.15,42783.65326,150.2,20756.19569
2019-01-07 11:00:00,3959.35,3976.9,3952.07,3976.76,975.349508,37.66,15365.85506,151.36,17744.00547
2019-01-07 12:00:00,3976.78,3978.0,3955.02,3956.87,881.119979,37.19,12577.86758,149.91,10881.92604
2019-01-07 13:00:00,3956.87,3982.96,3955.02,3980.26,849.4360310000003,37.59,8764.136559999999,151.12,14615.156669999995
2019-01-07 14:00:00,3980.98,4000.0,3975.8,3985.46,1168.983601,37.73,15961.27136,151.45,17746.75381
2019-01-07 15:00:00,3985.48,3990.0,3964.49,3969.91,1269.785993,37.36,11148.13388,150.6,13990.46729
2019-01-07 16:00:00,3969.91,3985.98,3965.0,3978.96,1225.540906,37.36,9922.47004,150.67,11059.64821
2019-01-07 17:00:00,3978.96,3989.18,3941.0,3979.34,2244.208569000001,37.57,29380.14841,150.83,23998.55546
2019-01-07 18:00:00,3979.34,3994.98,3976.0,3977.89,1326.024328,37.75,18622.86238,151.24,16946.651169999994
2019-01-07 19:00:00,3977.0,3989.35,3974.31,3988.52,906.537352,37.88,13763.54145,151.41,11832.98235
2019-01-07 20:00:00,3987.71,3988.74,3961.0,3970.96,1272.856043,37.55,11392.85585,150.05,19800.16339
2019-01-07 21:00:00,3969.88,3981.25,3967.0,3971.98,776.604485,37.57,6563.47717,149.41,10571.37499
2019-01-07 22:00:00,3971.99,3975.35,3951.55,3964.81,1130.4271130000004,37.08,21849.51744,148.65,29587.7194
2019-01-07 23:00:00,3965.61,3978.97,3954.19,3975.45,796.6691440000002,37.35,11941.55902,149.34,12342.13827
2019-01-08 00:00:00,3976.76,3989.0,3973.79,3981.12,930.173886,38.33,38444.48995,150.17,16503.15725
2019-01-08 01:00:00,3981.12,3982.1,3960.0,3961.03,965.357437,38.1,16786.211059999998,148.61,13900.82874
2019-01-08 02:00:00,3961.53,3966.39,3922.0,3949.16,2296.01163,37.7,33685.491030000005,146.69,35592.7723
2019-01-08 03:00:00,3949.0,3957.49,3942.0,3945.61,1034.499947,37.48,9922.98914,146.57,14989.19718
2019-01-08 04:00:00,3944.94,3947.62,3936.26,3944.88,1460.014763,37.69,13048.47352,146.53,15281.45706
2019-01-08 05:00:00,3943.86,3952.54,3939.81,3950.49,1002.696468,37.8,4103.97642,146.43,9743.32508
2019-01-08 06:00:00,3950.49,3965.66,3940.0,3958.56,1044.670249,38.1,8384.37927,146.96,15100.09084
2019-01-08 07:00:00,3959.59,3968.42,3946.09,3953.6,1038.145484,37.93,10596.34863,146.83,16002.4607
2019-01-08 08:00:00,3953.14,3974.2,3948.75,3960.64,1238.26706,38.35,13851.35465,147.21,13552.25377
2019-01-08 09:00:00,3960.67,3982.0,3958.48,3973.62,1716.901261,39.26,37787.69958,147.86,23876.61176
2019-01-08 10:00:00,3972.12,3982.25,3964.0,3980.69,1303.373959,39.29,18490.83654,148.06,16645.7855
2019-01-08 11:00:00,3981.81,4018.0,3967.93,4001.59,2222.315967,39.36,22948.89479,149.66,23528.22277
2019-01-08 12:00:00,4002.32,4007.0,3988.64,3988.83,1582.5792279999994,38.97,31298.82396,149.4,24909.95855
2019-01-08 13:00:00,3989.16,4039.0,3988.83,4026.72,2585.67229,40.31,39318.03608,151.15,34407.22184
2019-01-08 14:00:00,4027.3,4028.19,4002.76,4008.81,2165.90347,39.85,51939.18227,149.66,23741.47121
2019-01-08 15:00:00,4008.81,4069.8,3981.0,4000.48,4677.308972,39.61,34933.18705,148.84,37189.62215
2019-01-08 16:00:00,4002.04,4007.84,3938.82,3968.77,3645.257845,38.84,39476.09439,148.18,30374.75113
2019-01-08 17:00:00,3970.76,3984.4,3956.0,3962.0,1615.968972,38.64,30118.91909,147.63,15241.75539
2019-01-08 18:00:00,3962.0,3977.06,3954.0,3968.46,892.064159,38.71,9826.60922,147.86,8567.458209999999
2019-01-08 19:00:00,3969.42,3983.0,3957.93,3976.12,906.055119,38.91,7377.638059999998,148.25,8335.75898
2019-01-08 20:00:00,3976.11,3985.8,3965.4,3965.4,771.559473,38.8,15931.51194,147.83,10424.35193
2019-01-08 21:00:00,3965.4,3976.46,3960.9,3963.23,682.332459,38.67,9668.75753,147.48,11093.32708
2019-01-08 22:00:00,3963.34,3968.47,3952.3,3967.83,607.3329679999998,38.62,10523.53881,148.0,10514.01044
2019-01-08 23:00:00,3967.83,3971.4,3903.0,3955.13,2516.960056,38.7,14046.72844,147.6,12145.21792
2019-01-09 00:00:00,3955.45,3970.47,3930.04,3955.73,1725.742603,38.95,19292.27279,147.65,10308.35095
2019-01-09 01:00:00,3955.76,3997.74,3936.26,3986.0,2380.545266,39.52,21775.90389,150.42,25908.1268
2019-01-09 02:00:00,3985.74,3999.89,3977.3,3980.64,1439.526341,39.28,13205.20189,150.67,25075.85369
2019-01-09 03:00:00,3981.89,3992.75,3977.42,3981.03,986.812642,39.2,20203.12389,150.31,15711.14117
2019-01-09 04:00:00,3981.98,4002.0,3981.03,3994.0,928.313063,39.25,10732.50526,150.47,11874.43766
2019-01-09 05:00:00,3994.0,3999.2,3983.0,3987.98,802.910191,39.02,12433.56382,150.02,13986.59623
2019-01-09 06:00:00,3988.19,3990.0,3978.0,3986.63,801.9343309999998,38.75,9300.00509,149.6,7823.00597
2019-01-09 07:00:00,3986.44,4000.0,3985.02,3987.88,797.726342,38.87,9803.79853,149.8,8446.787390000001
2019-01-09 08:00:00,3987.76,3991.78,3971.11,3982.54,1076.596718,38.79,9588.84252,149.29,9927.3444
2019-01-09 09:00:00,3982.85,3996.98,3976.0,3978.0,930.436261,38.76,9277.7348,149.43,8009.2409
2019-01-09 10:00:00,3977.7,3987.07,3971.5,3982.77,1215.609054,38.89,5382.88202,149.48,7173.21365
2019-01-09 11:00:00,3982.53,4006.81,3980.58,3986.44,1377.455574,39.09,13310.04332,149.41,9036.37172
2019-01-09 12:00:00,3985.52,3996.3,3956.0,3976.72,1947.409478,38.84,10802.19857,149.03,17156.5494
2019-01-09 13:00:00,3976.86,3977.71,3952.0,3968.09,1406.145935,38.37,31170.24069,148.59,14922.69208
2019-01-09 14:00:00,3968.07,3968.11,3941.0,3951.22,1689.8458920000005,38.13,17980.323640000002,147.85,15643.13609
2019-01-09 15:00:00,3951.22,3971.18,3942.39,3958.28,1552.413564,38.36,11904.99754,148.26,12898.8651
2019-01-09 16:00:00,3957.59,3977.93,3952.44,3963.03,1328.487833,38.65,15284.78691,148.66,11671.54375
2019-01-09 17:00:00,3965.05,3972.0,3955.68,3968.0,888.102025,38.58,5995.0447,148.55,6416.62414
2019-01-09 18:00:00,3967.14,3975.0,3958.0,3971.38,815.142596,38.57,3942.73894,148.46,5195.25644
2019-01-09 19:00:00,3970.06,3983.66,3964.79,3978.34,920.183472,38.84,7974.804690000001,148.58,4631.44031
2019-01-09 20:00:00,3978.98,3981.0,3961.0,3967.0,881.474455,38.51,8469.138340000001,147.66,10611.94405
2019-01-09 21:00:00,3967.0,3990.0,3955.0,3966.48,1534.088939,38.71,15450.84784,148.25,28486.83315
2019-01-09 22:00:00,3966.23,3977.67,3962.21,3967.4,851.9472039999998,38.48,18403.00543,148.44,11726.21963
2019-01-09 23:00:00,3968.59,3973.55,3961.88,3966.65,710.589732,38.17,10346.1251,148.1,6801.98833
2019-01-10 00:00:00,3966.06,3989.81,3963.7,3987.66,877.7880539999999,38.48,9463.00456,149.36,6957.425290000001
2019-01-10 01:00:00,3988.76,3993.46,3974.31,3982.44,1018.105854,38.48,8072.6563700000015,148.64,9205.02929
2019-01-10 02:00:00,3982.54,3985.0,3975.02,3981.0,901.010983,38.38,2426.2257,148.56,7066.33966
2019-01-10 03:00:00,3981.0,3990.49,3975.13,3978.94,1111.381074,38.34,5732.772620000002,148.14,7748.42009
2019-01-10 04:00:00,3978.96,3993.82,3976.14,3993.0,1075.4558869999996,38.44,4802.611220000002,148.29,10286.96426
2019-01-10 05:00:00,3993.0,3996.01,3986.57,3989.79,1464.9839949999996,38.28,8257.91705,147.4,17842.686169999994
2019-01-10 06:00:00,3988.57,3990.47,3731.01,3781.31,11092.600113,35.44,96896.04149,135.51,138569.32285
2019-01-10 07:00:00,3779.63,3784.73,3747.61,3777.02,4132.695870000001,35.17,45306.75652,135.45,60269.1774
2019-01-10 08:00:00,3777.54,3783.32,3752.5,3759.07,2371.3771030000007,34.83,26513.51588000001,133.1,49117.31627
2019-01-10 09:00:00,3757.89,3766.51,3715.65,3732.79,4205.651454999998,33.54,50183.66508,127.9,107627.60964
2019-01-10 10:00:00,3732.77,3751.12,3725.0,3736.45,1579.2900619999998,33.74,25882.8772,129.88,38579.29005
2019-01-10 11:00:00,3735.46,3744.7,3720.0,3739.99,1961.528236,34.11,11090.92919,130.99,25962.17798
2019-01-10 12:00:00,3738.01,3750.0,3728.06,3732.81,1439.657104,33.84,9467.60098,129.62,21977.22171
2019-01-10 13:00:00,3732.81,3736.11,3707.07,3725.62,2036.145041,33.69,23844.85543,129.52,27677.88825
2019-01-10 14:00:00,3725.19,3732.98,3713.3,3726.32,1921.461884,33.69,23394.98802,129.6,26721.77075
2019-01-10 15:00:00,3726.32,3735.65,3713.4,3726.39,1861.669661,33.71,10765.88025,129.27,16625.75332
