timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_LTCUSDT,volume_LTCUSDT,close_ETHUSDT,volume_ETHUSDT
2019-01-01 00:00:00,3701.23,3713.0,3689.88,3700.31,686.36742,29.96,2558.02973,131.82,12677.96176
2019-01-01 01:00:00,3700.2,3702.73,3684.22,3689.69,613.539115,29.74,2332.16565,131.14,9541.84565
2019-01-01 02:00:00,3689.67,3695.95,3675.04,3690.0,895.302181,29.72,1664.60778,130.72,12039.04136
2019-01-01 03:00:00,3690.0,3699.77,3685.78,3693.13,796.7148179999997,29.78,2367.93766,131.32,6320.30743
2019-01-01 04:00:00,3692.32,3720.0,3685.94,3692.71,1317.452909,29.92,3736.21356,132.35,29214.64195
2019-01-01 05:00:00,3693.98,3704.44,3692.73,3699.94,572.402228,30.01,1124.91274,132.75,6738.657770000002
2019-01-01 06:00:00,3699.95,3713.93,3697.0,3703.56,660.279771,30.12,3115.43425,133.36,6204.28401
2019-01-01 07:00:00,3703.63,3726.64,3703.34,3713.83,823.625491,30.24,2410.066860000001,133.56,10214.95098
2019-01-01 08:00:00,3714.19,3731.19,3707.0,3716.7,887.1013619999999,30.47,2510.27912,134.52,16342.20664
2019-01-01 09:00:00,3716.98,3732.0,3696.14,3699.95,955.879034,30.23,2608.7008100000007,133.7,14895.3571
2019-01-01 10:00:00,3699.96,3717.11,3698.0,3713.07,534.1139450000002,30.34,1264.04515,133.86,6388.10191
2019-01-01 11:00:00,3713.07,3722.22,3706.88,3707.54,600.664642,30.41,912.90013,133.75,6651.35501
2019-01-01 12:00:00,3707.56,3725.0,3698.25,3717.0,654.27771,30.62,11345.92319,134.48,11418.68868
2019-01-01 13:00:00,3717.0,3756.94,3708.41,3715.93,941.785695,30.57,4469.91809,134.54,12634.38176
2019-01-01 14:00:00,3715.23,3717.0,3684.21,3698.53,1127.366632,30.29,4026.36965,133.57,13344.36318
2019-01-01 15:00:00,3698.28,3698.87,3666.01,3682.61,996.688532,30.19,5508.50446,132.98,15723.74805
2019-01-01 16:00:00,3683.0,3696.23,3677.48,3693.54,629.1802799999998,30.33,2073.52784,133.29,5547.57941
2019-01-01 17:00:00,3693.5,3701.68,3675.01,3686.32,380.215487,30.25,1320.09895,132.58,5271.94755
2019-01-01 18:00:00,3686.34,3686.35,3642.0,3659.41,1083.207096,29.92,3123.72107,132.04,14789.61709
2019-01-01 19:00:00,3659.56,3699.99,3659.56,3696.73,1155.513112,30.48,3693.2188200000014,135.27,25553.45267
2019-01-01 20:00:00,3696.71,3726.93,3675.67,3719.0,2021.170948,31.3,14197.83111,137.95,67055.85959
2019-01-01 21:00:00,3719.0,3730.01,3700.0,3708.21,1105.501735,31.03,8062.1866,137.06,29727.81932
2019-01-01 22:00:00,3707.98,3717.07,3692.42,3711.2,624.620136,31.1,10140.45706,137.63,18585.43636
2019-01-01 23:00:00,3712.85,3810.16,3706.43,3797.14,3678.716754,31.48,8615.68737,139.1,44895.28274
2019-01-02 00:00:00,3796.45,3810.0,3763.75,3778.02,2094.025159,31.49,2989.68125,138.92,33866.97867
2019-01-02 01:00:00,3778.62,3792.0,3765.75,3770.0,912.811113,31.34,2538.50837,138.04,16295.357
2019-01-02 02:00:00,3769.98,3785.1,3768.0,3783.28,719.302757,31.41,2512.54585,138.59,12044.92321
2019-01-02 03:00:00,3783.28,3796.22,3773.79,3779.98,770.368067,31.49,1845.70009,138.67,10906.43754
2019-01-02 04:00:00,3780.0,3788.31,3765.0,3776.41,748.260209,31.42,1122.29242,139.18,10134.86636
2019-01-02 05:00:00,3776.16,3778.42,3768.0,3773.04,415.849513,31.38,1729.8659300000006,138.91,6609.11869
2019-01-02 06:00:00,3773.04,3775.0,3750.45,3758.53,916.986058,31.22,2037.96846,138.99,13868.53292
2019-01-02 07:00:00,3758.53,3778.54,3755.4,3771.08,1338.79474,31.55,5311.62184,143.48,64269.95592000001
2019-01-02 08:00:00,3772.64,3800.0,3770.09,3781.35,2216.579225,31.75,7674.296659999999,144.57,115673.3497
2019-01-02 09:00:00,3780.81,3786.24,3770.0,3775.0,1483.627847,31.82,2354.00427,144.62,37872.04809
2019-01-02 10:00:00,3773.84,3794.4,3770.03,3788.0,1117.136593,32.14,5225.12464,148.65,62152.25442999999
2019-01-02 11:00:00,3788.22,3803.68,3777.82,3787.97,1395.941655,32.11,9501.38235,147.81,54684.08836
2019-01-02 12:00:00,3788.81,3793.72,3778.23,3792.51,1179.766158,32.05,2913.27779,148.07,33789.21198
2019-01-02 13:00:00,3793.12,3839.63,3790.82,3825.65,2589.868431,32.36,9283.58032,151.9,69139.49486
2019-01-02 14:00:00,3825.19,3834.26,3796.51,3811.24,2325.654093,32.11,7413.42876,150.55,59634.5631
2019-01-02 15:00:00,3812.17,3815.0,3785.75,3801.28,1359.581327,31.93,4372.69536,148.62,45716.83941
2019-01-02 16:00:00,3802.61,3865.72,3795.0,3824.89,2696.187308,32.46,10699.36042,149.24,52356.47664
2019-01-02 17:00:00,3824.89,3845.78,3811.01,3822.6,2166.328561,32.32,4494.95973,149.06,38895.91176
2019-01-02 18:00:00,3822.62,3833.0,3807.0,3828.87,1203.590309,32.28,2450.5611,149.2,19781.68169
2019-01-02 19:00:00,3827.22,3830.19,3801.14,3824.98,921.475994,32.43,4676.17987,150.49,23029.51629
2019-01-02 20:00:00,3824.98,3854.35,3812.34,3849.0,1189.427606,32.65,4693.10568,151.18,28040.39021
2019-01-02 21:00:00,3849.27,3876.0,3830.06,3856.68,1770.790639,32.79,5456.43266,153.55,49663.35339
2019-01-02 22:00:00,3857.36,3876.0,3842.46,3862.12,1464.303496,32.96,4876.36094,153.67,32984.42499
2019-01-02 23:00:00,3861.62,3882.14,3851.0,3858.56,2159.806511,32.67,12133.29841,152.01,50076.54003
2019-01-03 00:00:00,3857.57,3862.74,3828.7,3830.78,1754.761595,32.39,5562.77696,149.4,40996.82097
2019-01-03 01:00:00,3830.76,3843.24,3821.14,3835.96,1334.960909,32.43,7682.245390000001,150.89,22237.93294
2019-01-03 02:00:00,3835.96,3844.99,3825.85,3833.47,651.947136,32.5,2152.49655,151.03,22251.76863
2019-01-03 03:00:00,3833.69,3847.05,3832.0,3841.83,732.021603,32.49,1255.74897,151.78,15488.66056
